baseline_id,instance_id,fault_id,instance_label,model_id,model_name,model_variant,expected_model_variant,observed_model_variants,model_binding_valid,workload_fingerprint,layer,predicted_layer,layer_correct,diagnosis_complete,scope,runner_case,low_hint,oracle,strict_success,passed,real_llm,blind,fault_triggered,attempts,effective_rounds,patch_count,validation_status,restore_status,regression_passed,failure_reason,runner_error,wall_time_sec
r_exec,EX-01-A,EX-01,A,M1,CNN,cnn,cnn,cnn,True,558837dadb785d9bb0ceb874aea730a95f0046cfbc7c80502bdf0738b83b1257,execution,execution,True,True,candidate,EX-01,False,candidate tensor boundary type probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,24.399848
r_exec,EX-01-B,EX-01,B,M2,Image MLP,mlp,mlp,mlp,True,192f7c1c6597a79387e9157132a96f8d87a56f742abd17974f228ee56b4203a6,execution,execution,True,True,candidate,EX-01,False,candidate tensor boundary type probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,17.459595
r_exec,EX-02-A,EX-02,A,M1,CNN,cnn,cnn,cnn,True,60055617015b7b534c9105300341330988a9a795223e5f007f4579ed99fce6d6,execution,execution,True,True,candidate,EX-02,False,candidate dtype-sensitive matmul probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,11.707071
r_exec,EX-02-B,EX-02,B,M3,Transformer Classifier,transformer,transformer,transformer,True,5ada85d964e5ee884873dc558d7385b82e7fae7f918c0b1f2fa4ce95927cb2d0,execution,execution,True,True,candidate,EX-02,False,candidate dtype-sensitive matmul probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.619714
r_exec,EX-03-A,EX-03,A,M1,CNN,cnn,cnn,cnn,True,54b7febc9de112b2350f32a352c7728b06028b188646eb864cb6d8219d142f13,execution,execution,True,True,candidate,EX-03,False,candidate high-rank permutation probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,12.447954
r_exec,EX-03-B,EX-03,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,a399ba4791391e0b4bbde68f90faf61e5d26ab7784f9c92eec4d47ac1b05113e,execution,execution,True,True,candidate,EX-03,False,candidate high-rank permutation probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,12.087868
r_exec,EX-04-A,EX-04,A,M2,Image MLP,mlp,mlp,mlp,True,615cdb78253a74a05430a6fc049e7c66f05be0a270ade12a9a52c2cb6ab92e08,execution,execution,True,True,candidate,EX-04,False,candidate index dtype probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.227713
r_exec,EX-04-B,EX-04,B,M3,Transformer Classifier,transformer,transformer,transformer,True,f5ac3428e77cf06b988448345d8664685db979c5ee7ad0ffd50ed78f73e54921,execution,execution,True,True,candidate,EX-04,False,candidate index dtype probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,5.138293
r_exec,EX-05-A,EX-05,A,M2,Image MLP,mlp,mlp,mlp,True,0ed6b9f6bc9277aa2a5ec7d62580351a35a126cc0cafc3744424d15b747551aa,execution,execution,True,True,candidate,EX-05,False,candidate input container contract probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,19.738514
r_exec,EX-05-B,EX-05,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,080db4534e539eb5c08ffc269f82d72aa82f399eda02dd14884bd3832019d1a9,execution,execution,True,True,candidate,EX-05,False,candidate input container contract probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,13.186223
r_exec,EX-06-A,EX-06,A,M3,Transformer Classifier,transformer,transformer,transformer,True,b436746801eb0f73ce89e3bf4f0fc96f89d27c4d3ddee70b4abad755e701bdaf,execution,execution,True,True,core_operator,,False,tensor boundary type probe,False,False,True,True,True,0,0,1,,True,False,wrong_root_cause_hypothesis,,153.187389
r_exec,EX-06-B,EX-06,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,35cdff936755b99b28d4bc25744a40b18e9b61d433f1fde1f0a2bc722f0c75d0,execution,execution,True,True,core_operator,,False,tensor boundary type probe,False,False,True,True,True,0,0,1,,True,False,wrong_root_cause_hypothesis,,178.95627
r_exec,EX-07-A,EX-07,A,M1,CNN,cnn,cnn,cnn,True,8ed9728d1d383df443fce1221af76d9cf8a6f7026ffef9e9fb9501eb583dffa1,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,253.060274
r_exec,EX-07-B,EX-07,B,M2,Image MLP,mlp,mlp,mlp,True,b54277a0ba7dcfa06adef4d6f17c18deae83cc877e04f7f058571cd956a76d0f,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,229.818659
r_exec,EX-08-A,EX-08,A,M1,CNN,cnn,cnn,cnn,True,41f62a69345546351ff4223dda0c269408d7a1d9a22128a01e0efb554ad8c2a3,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,False,False,True,True,True,4,4,2,,True,False,repair_budget_exhausted,,951.242532
r_exec,EX-08-B,EX-08,B,M3,Transformer Classifier,transformer,transformer,transformer,True,23be3affc1cb9e7b16567e7a3ee0cd51c5edb6b89a79a06df8632c8c349006cb,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,681.31134
r_exec,EX-09-A,EX-09,A,M1,CNN,cnn,cnn,cnn,True,731f0c8d1b62499276018c1acb2325d87d1b8069aa0914a13b52532bd0804d9c,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,25.282183
r_exec,EX-09-B,EX-09,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,9d9265eb0c8a3218e777a229806befaab4aedd2afa11ec3d673115fc2042aa34,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,21.280072
r_exec,EX-10-A,EX-10,A,M2,Image MLP,mlp,mlp,mlp,True,032aa663b90d2e6a8d4d7fe85aefa23b79361d87932cd7c301642b91172afe17,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,17.366796
r_exec,EX-10-B,EX-10,B,M3,Transformer Classifier,transformer,transformer,transformer,True,759c1cc283f0cf31c073dea4980aee2f0f934bdf77e0beecdf561b1efb438fa9,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,12.319608
r_exec,NU-01-A,NU-01,A,M2,Image MLP,mlp,mlp,mlp,True,e9524ef2c561cf7df8094341ff26fb99f19e65c2990310442e034ecb2dc96005,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,8.908394
r_exec,NU-01-B,NU-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,bc53ff5c22beaf0e7b28d32b2a751b60b778520ea46756ea30e36774a0209748,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.937582
r_exec,NU-02-A,NU-02,A,M3,Transformer Classifier,transformer,transformer,transformer,True,776e2be4f443ac3f1c13f77972d93dbf7420c3bd50e592e9ab7ba869c446d1ae,numerical,unknown,False,False,candidate,,False,paired numeric softmax probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,25.193437
r_exec,NU-02-B,NU-02,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,f1a9d6afadb277898457f776927cb08c384d498947dee584605fbfd45bb8d9e8,numerical,unknown,False,False,candidate,,False,paired numeric softmax probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,21.537079
r_exec,NU-03-A,NU-03,A,M1,CNN,cnn,cnn,cnn,True,a26620524e34bf3a3190beb17cccd51f7a7ebb53fb43633a89d523b4487edb6f,numerical,unknown,False,False,core_operator,NU-03,False,boolean SDPA mask private probe,False,False,True,True,True,4,4,2,,True,False,repair_budget_exhausted,,430.193282
r_exec,NU-03-B,NU-03,B,M2,Image MLP,mlp,mlp,mlp,True,4666df9278f8fbc334c247c4889ad618dda12eb3095be3160030285258b4a08f,numerical,unknown,False,False,core_operator,NU-03,False,boolean SDPA mask private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,861.240786
r_exec,NU-04-A,NU-04,A,M1,CNN,cnn,cnn,cnn,True,3f22c2627ab6dd996bb04f59c2db240e90456fc5c0af331981008dd351287b63,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,16.118602
r_exec,NU-04-B,NU-04,B,M3,Transformer Classifier,transformer,transformer,transformer,True,85673f2b4c5a286e8e9fb18741cb770f4d9906af2e392d73bd2cc8f360c8eba0,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.860454
r_exec,NU-05-A,NU-05,A,M1,CNN,cnn,cnn,cnn,True,eb5c23f79b8d3db96e052b1f0d23d2af51ae180a245f151d3791769f9ed640da,numerical,unknown,False,False,core_operator,NU-05,False,SDPA scaling private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,354.710201
r_exec,NU-05-B,NU-05,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,68a2624f26d63b7efeba875a951c9357a6ae1c897a6e4706e45683ad5f9d33ba,numerical,unknown,False,False,core_operator,NU-05,False,SDPA scaling private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,578.062625
r_exec,NU-06-A,NU-06,A,M2,Image MLP,mlp,mlp,mlp,True,6d600c3aaffd2bcbac624b927a31f0c24467342a019461d73ce16012e3ab5a9b,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.665706
r_exec,NU-06-B,NU-06,B,M3,Transformer Classifier,transformer,transformer,transformer,True,3c84b200ed804f56c56c5ed9262bc35f7e77d5f43b0879f566767be7030b70a8,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,14.447576
r_exec,NU-07-A,NU-07,A,M2,Image MLP,mlp,mlp,mlp,True,35fdd4161e704bf6153bdcbd56937c17745619d4f08ccefcdb6040f770b0bfe6,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,False,False,True,True,True,4,4,2,,True,False,repair_budget_exhausted,,571.960863
r_exec,NU-07-B,NU-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,0703c1af3ea17bbf5c675b16786a94ce91eb33ced66c712f3ddb1382cd7d76ce,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,522.764066
r_exec,GR-01-A,GR-01,A,M3,Transformer Classifier,transformer,transformer,transformer,True,b92bc81911b2df197b004ab916c1b5c2748feb80e5cfe391f2db3f0ea78ad9a0,gradient_update,unknown,False,False,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,16.720508
r_exec,GR-01-B,GR-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,8e065ee0c5d7a85dcc91b0de68dd5ea0009911c82f86c3fc818728f1ced5c27e,gradient_update,unknown,False,False,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,6.862722
r_exec,GR-02-A,GR-02,A,M1,CNN,cnn,cnn,cnn,True,364c19731eef1ded2e6887568e4990f92af37be58e9220effc8e00ce8550b8cd,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,11.258959
r_exec,GR-02-B,GR-02,B,M2,Image MLP,mlp,mlp,mlp,True,45539c21ea085f1106874a03341709c5088cefca184ee75ab463cb9a75243d9a,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.615723
r_exec,GR-03-A,GR-03,A,M1,CNN,cnn,cnn,cnn,True,92667136a8d2836239f2a7f29c3b9727743105e116f1b5dd0f8dd44fa25d61ff,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,26.75756
r_exec,GR-03-B,GR-03,B,M3,Transformer Classifier,transformer,transformer,transformer,True,5d3f8ac8cb24252d6e7acc586ce709e24c8f58394541ad87da519df56e2a1b56,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,18.95933
r_exec,GR-04-A,GR-04,A,M1,CNN,cnn,cnn,cnn,True,be8bef9699ab474e5bb715186f17a09b8eec0044e1f0b2828e5a70bb646521d7,gradient_update,unknown,False,False,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,17.147162
r_exec,GR-04-B,GR-04,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,1a73d25ce72e100bfe39f04bc8104fe4622ec4aae1b89d00c8ff4d9a4f5412a5,gradient_update,unknown,False,False,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,22.989507
r_exec,GR-05-A,GR-05,A,M2,Image MLP,mlp,mlp,mlp,True,38de20a9a0a4321654ec1404317f31cd8e95f514a9ecb6270a2be06f6875545b,gradient_update,unknown,False,False,core_autograd_optimizer,,False,trainable gradient mapping private probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,59.482702
r_exec,GR-05-B,GR-05,B,M3,Transformer Classifier,transformer,transformer,transformer,True,2f91bd8e6945f99b4a4bafe70c91f05aee2c84c5e04cb9c2b782b188cb9c6e4e,gradient_update,unknown,False,False,core_autograd_optimizer,,False,trainable gradient mapping private probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,36.446066
r_exec,GR-06-A,GR-06,A,M2,Image MLP,mlp,mlp,mlp,True,a1419cf888a0d3dab254a69bd7b0ef06ca6f48375e6e0f4a4c96c6545d2d2af3,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,11.64487
r_exec,GR-06-B,GR-06,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,6add30118544d0e5699157b4aeaefe6b285ac390170ded88290369f9ec3c3237,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,35.05673
r_exec,GR-07-A,GR-07,A,M3,Transformer Classifier,transformer,transformer,transformer,True,1ab611e41b4c409d22074fe67b133f5c0b7800ebebff251b5c3b6ce6dec7c11d,gradient_update,unknown,False,False,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,216.581228
r_exec,GR-07-B,GR-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,f3a4b25b9c47fc0ee93c0c8e429bd7b8553e7751ca3fbc71a7e862736fa8b2a8,gradient_update,unknown,False,False,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,62.849476
r_exec,GR-08-A,GR-08,A,M1,CNN,cnn,cnn,cnn,True,44c401e8a96c48d3159a82384a8bf6f0bb95ba6b35364a268169169102703461,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,8.518662
r_exec,GR-08-B,GR-08,B,M2,Image MLP,mlp,mlp,mlp,True,8a08613bb0a42da83317e52343daaba2dbc3b84cfd1aafc2dd2f2be5d26d64ed,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,14.378547
